"spp","ncells","nrecords","maxent810m","maxent25km","maxent50km","clippedMaxent810m","clippedMaxent25km","clippedMaxent50km","convexHull","occurrenceBUffer"
"Arctostaphylos canescens",396,838,114218,245,91,66452,119,40,58804336545.2981,67354447114.1619
"Arctostaphylos catalinae",29,81,769,16,13,218,2,2,117837443.193181,1089290165.23889
"Arctostaphylos columbiana",290,753,32174,116,44,24546,55,21,18792036379.4745,28105680467.8286
"Arctostaphylos confertiflora",26,71,2298,38,21,413,6,4,138048511.401115,1221993082.59785
"Arctostaphylos crustacea",487,1189,41584,147,59,26924,80,31,31424979789.7692,42800567476.617
"Arctostaphylos cruzensis",18,60,21362,147,66,1752,9,4,538888050.757153,2335442951.74809
"Arctostaphylos densiflora",15,117,17032,118,57,1252,5,4,103803510.306597,944177126.790568
"Arctostaphylos edmundsii",28,119,4779,51,26,474,5,3,179303108.51482,1262091326.06439
"Arctostaphylos franciscana",6,65,401,12,8,202,2,1,14790128.2870936,513170367.883321
"Arctostaphylos gabilanensis",6,21,129422,369,131,1268,5,2,80064152.3358893,919599663.557473
"Arctostaphylos glandulosa",1420,4071,168803,387,130,124504,268,87,227141619577.001,204681506059.185
"Arctostaphylos glauca",928,2072,137442,326,110,79714,170,59,119600826454.346,123963816823.39
"Arctostaphylos glutinosa",18,66,47021,179,78,1081,5,4,133539836.095541,1068195304.40686
"Arctostaphylos hispidula",54,151,41847,120,48,8003,22,10,10926955436.2952,7085127849.80758
"Arctostaphylos hookeri",94,298,9102,69,33,2474,13,7,3631159567.01906,5823322865.78151
"Arctostaphylos hooveri",66,151,22256,140,64,3447,13,6,1882555382.04659,4774337338.04315
"Arctostaphylos imbricata",8,49,3663,58,34,348,3,2,10659369.8617638,499686272.889093
"Arctostaphylos insularis",59,318,8828,61,28,565,6,4,190522434.140942,1552456977.06997
"Arctostaphylos klamathensis",17,22,16129,120,46,1252,6,3,373742272.688032,1550092024.55083
"Arctostaphylos luciana",16,37,66313,246,90,2238,10,4,1153814246.51006,2680070024.99918
"Arctostaphylos malloryi",8,9,200202,401,128,6176,19,8,7706858129.17192,4123144333.76087
"Arctostaphylos manzanita",799,1643,150121,295,99,131992,212,62,120817258667.212,141072003530.231
"Arctostaphylos mewukka",212,423,108080,248,93,40474,84,31,39770462538.1638,45457653773.0834
"Arctostaphylos montana",45,212,6037,60,34,1249,6,3,271302776.332233,1717858233.34245
"Arctostaphylos montaraensis",10,23,3538,44,23,491,3,2,60115326.6970642,786590104.039408
"Arctostaphylos montereyensis",41,145,12023,80,37,1316,6,4,414711070.55017,1684693256.99846
"Arctostaphylos morroensis",26,98,4884,43,22,543,7,4,157583143.896468,1079879162.03866
"Arctostaphylos myrtifolia",50,241,47131,162,64,2806,11,6,6265258528.3011,3835724455.09426
"Arctostaphylos nevadensis",620,1016,93766,241,82,87014,197,65,151643855251.143,142116663665.132
"Arctostaphylos nissenana",35,175,41248,158,64,3667,12,6,2882716696.01594,3381960336.72258
"Arctostaphylos nortensis",12,37,13037,48,22,1968,6,2,505452362.114019,1741363797.05063
"Arctostaphylos nummularia",163,403,20820,85,41,8322,30,13,9974366756.4016,11777179841.1564
"Arctostaphylos obispoensis",77,168,33018,167,68,4251,14,5,2320443549.34358,5582738976.88298
"Arctostaphylos osoensis",10,42,4192,41,21,225,4,2,11681532.3507232,473117605.435302
"Arctostaphylos otayensis",31,113,34868,181,77,396,7,4,3494040452.87032,2923627252.60022
"Arctostaphylos pacifica",4,20,3640,65,36,263,2,1,359557.61291174,357903734.757619
"Arctostaphylos pajaroensis",55,168,21396,127,58,3222,13,7,1399299674.02619,3677070747.23144
"Arctostaphylos pallida",27,70,14136,74,34,1478,7,4,225207128.974033,1379290129.53435
"Arctostaphylos parryana",220,1404,65672,303,114,14954,53,23,36243745039.136,29359458543.3357
"Arctostaphylos patula",833,1645,149873,304,108,114105,231,80,177017980903.627,162990930182.301
"Arctostaphylos pechoensis",27,56,16382,106,48,2537,12,7,473432103.514236,2684238285.96811
"Arctostaphylos pilosula",52,107,86051,297,108,5979,17,6,2903355562.90561,5131960090.56619
"Arctostaphylos pringlei",216,469,54070,244,98,6522,22,8,10983724181.8807,13942292199.5741
"Arctostaphylos pumila",71,279,10112,88,38,1971,14,5,2798635919.67477,3892213006.45637
"Arctostaphylos pungens",324,631,85169,288,114,40118,113,45,126344841041.451,79967713331.4754
"Arctostaphylos purissima",81,314,13770,101,48,3163,9,4,1374568114.42121,3398457669.84093
"Arctostaphylos rainbowensis",93,612,24743,121,58,3742,11,6,3630568104.31213,4184626553.22597
"Arctostaphylos refugioensis",26,177,4753,72,34,688,4,3,122057882.172324,1374699658.38441
"Arctostaphylos regismontana",31,100,20131,121,54,2739,12,7,2307118615.36373,3276947513.97089
"Arctostaphylos rudis",79,231,10526,101,45,3671,12,5,2287225214.92341,4892448480.66314
"Arctostaphylos sensitiva",57,135,14648,67,31,2985,13,6,1731467168.95642,3593225858.55938
"Arctostaphylos silvicola",52,166,20941,85,36,1548,5,3,392701664.21789,1643067165.3416
"Arctostaphylos stanfordiana",261,576,96075,255,93,31397,58,19,19678822960.1885,25371048467.0753
"Arctostaphylos tomentosa",214,587,30172,122,53,12504,36,15,9021601684.09149,15998267867.366
"Arctostaphylos uva-ursi",106,306,28458,154,67,15029,64,29,120183747962.966,45585100182.4038
"Arctostaphylos virgata",48,171,5955,43,23,1480,7,3,425771247.973932,1989356280.19362
"Arctostaphylos viridissima",26,87,3992,67,33,174,4,2,58307706.9295979,828350961.74705
"Arctostaphylos viscida",928,1695,167952,334,113,138762,226,69,160234956135.454,165000387790.642
"Arenaria lanuginosa",21,61,42010,153,58,820,4,2,52425202.8836057,685634509.950726
"Arenaria paludicola",19,47,104185,342,131,10290,38,20,47804756977.2742,10148859265.954
"Argemone corymbosa",80,126,80660,188,60,35828,91,34,60856584216.1453,40742084374.37
"Argemone munita",449,604,388530,600,177,267542,455,142,309231409402.26,283987618902.265
"Argyrochosma jonesii",70,102,281763,497,158,56703,142,49,93620978245.4534,56202463398.1259
"Argyrochosma limitanea",2,2,266205,442,148,734,6,4,0,618033988.750037
"Aristida adscensionis",581,828,224027,357,116,130651,214,72,167873959798.946,168922712289.738
"Aristida californica",77,122,71220,147,50,37381,83,28,41983837678.4173,37829243720.5061
"Aristida divaricata",10,16,186624,386,127,7054,28,13,18568797374.4965,7927463018.2044
"Aristida oligantha",124,195,121471,320,115,77386,156,53,97041472029.7771,74429203749.7504
"Aristida purpurea",594,970,253908,372,115,139801,216,68,134519104356.83,145226586952.902
"Aristida ternipes",103,158,231766,444,144,86802,181,62,143269624127.845,89734672363.1743
"Aristocapsa insignis",9,18,324090,479,144,4164,17,10,7076032987.15852,4536121181.46991
"Aristolochia californica",205,289,76423,229,85,48809,104,34,56044526251.8031,49292379113.3134
"Armeria maritima",191,345,12732,76,38,9232,55,31,43982791902.195,36910148346.981
"Arnica cernua",43,53,63865,158,56,11215,25,10,7426416123.76404,9194993562.76867
"Arnica chamissonis",309,477,96039,198,73,91640,167,56,106062799753.123,107076303288.968
"Arnica cordifolia",166,213,163837,300,100,141716,227,71,152189028848.023,124219432410.385
"Arnica dealbata",96,142,90759,214,74,37261,78,29,25606731723.034,29785027125.4392
"Arnica discoidea",364,513,166226,337,114,150196,282,92,265166439956.883,215129755096.149
"Arnica fulgens",10,10,65690,185,68,7682,26,8,15863318783.9981,7131683543.60213
"Arnica lanceolata",90,129,67087,214,76,36223,106,37,89548727219.1223,53024154319.6396
"Arnica latifolia",41,55,76888,248,85,16113,43,17,34305060005.7264,17954122032.4916
"Arnica longifolia",122,183,102118,235,86,73083,146,53,112772374936.22,77615794921.4458
"Arnica mollis",366,513,67536,208,73,62735,168,58,139951906699.383,115322126931.808
"Arnica nevadensis",136,179,82160,243,87,58411,145,53,102709597082.594,69558380760.773
"Arnica ovata",51,61,91506,256,89,45079,111,40,67716647268.9019,45706790782.3725
"Arnica parryi",62,80,47575,164,63,29211,86,33,86097092562.7496,45758995016.3587
"Arnica sororia",21,29,70408,184,75,17434,34,12,18092967035.4987,12652782842.2582
"Arnica spathulata",54,69,10194,38,17,4238,13,5,5417270261.10572,5483447372.71153
"Arnica venosa",21,26,45684,132,47,4499,13,5,1821208173.23682,3670268853.11349
"Arnica viscosa",24,52,26186,165,64,4398,23,8,7064358140.58774,7065687547.98234
"Artemisia arbuscula",169,233,124117,261,91,94576,173,61,135634546370.11,99521078525.9257
"Artemisia bigelovii",49,90,72490,242,88,9731,30,12,14198851703.4861,8586227460.49206
"Artemisia borealis",2,6,1538,22,9,18,2,2,57211.8004174437,376460666.496981
"Artemisia californica",752,1134,84949,255,104,67598,165,62,104716782331.667,133860194181.07
"Artemisia cana",139,221,79495,167,64,52882,107,38,46597007826.6599,50300790268.0935
"Artemisia douglasiana",991,1342,288672,496,156,288282,481,148,325869570668.166,421288812925.997
"Artemisia dracunculus",663,923,263892,547,174,217759,456,146,348648751706.86,345798333186.442
"Artemisia ludoviciana",638,920,307669,504,154,237502,400,127,302482423426.184,283625812592.058
"Artemisia michauxiana",22,40,552,8,5,536,6,4,345193871.469703,1693960929.56844
"Artemisia nesiotica",5,7,252,7,6,79,3,2,20988869.6224552,602831260.799387
"Artemisia norvegica",86,129,38737,166,65,22395,72,29,40735372095.6742,28936678024.4587
"Artemisia nova",106,160,92799,252,95,49504,127,49,115338875860.762,70317028573.6741
"Artemisia palmeri",70,117,112117,347,123,8076,26,12,6595567862.5925,7799641783.39934
"Artemisia pycnocephala",126,236,11408,81,38,7796,47,25,29467838362.5892,26697561711.5977
"Artemisia rothrockii",153,284,68450,169,63,26429,61,22,35340688955.9594,28578739601.4054
"Artemisia spiciformis",64,88,47644,172,63,15772,49,21,28417223039.3596,19252058486.8682
"Artemisia spinescens",140,198,98787,221,76,60639,134,49,84853880996.5135,65810743582.6846
"Artemisia suksdorfii",14,25,31462,149,67,10520,38,16,66042679387.1325,18647010644.1821
"Artemisia tridentata",1039,1616,202107,386,126,190572,344,114,296796374204.417,294851129472.585
"Arthrocnemum subterminale",138,221,167513,426,137,75269,200,76,186787558658.578,113649211851.696
"Aruncus dioicus",52,71,73375,201,70,21899,47,16,16586340610.1164,17626766359.5573
"Asarum caudatum",176,227,100911,246,91,72019,131,45,76105163627.376,75798265526.0872
"Asarum hartwegii",112,146,106039,228,77,71180,146,47,80656736666.1502,73543247902.5942
"Asarum lemmonii",41,69,79635,194,72,15727,47,15,15606716417.8795,15215549094.8316
"Asarum marmoratum",10,11,16667,77,28,1677,8,6,1515657098.85321,1741337159.58276
"Asclepias albicans",123,194,97115,208,70,41562,73,25,31282731689.3842,35347401914.9664
"Asclepias asperula",40,70,85904,267,97,4106,14,7,2402691299.72174,3943852960.75064
"Asclepias californica",302,402,202079,428,139,113087,208,70,119201272801.216,116851145074.831
"Asclepias cordifolia",300,363,207524,388,125,184278,295,86,193959409572.826,194817634577.296
"Asclepias cryptoceras",8,11,12693,53,25,1404,8,4,555243788.38659,1690624266.62323
"Asclepias eriocarpa",363,448,198354,379,120,145896,291,99,224113105467.738,205917473732.487
"Asclepias erosa",184,232,237508,343,105,144154,232,76,149868602911.632,138257446057.565
"Asclepias fascicularis",669,872,259627,543,179,255669,511,166,366216702270.034,424195943955.212
"Asclepias latifolia",1,1,623355,744,213,472,4,4,0,309016994.374989
"Asclepias nyctaginifolia",20,28,59840,161,57,3774,11,6,1633776146.5923,3336228363.67503
"Asclepias solanoana",67,86,81339,214,78,11680,32,12,10152377194.5541,11583764762.7549
"Asclepias speciosa",155,201,206866,405,133,159638,284,84,164504130966.463,164379954321.802
"Asclepias subulata",166,229,120781,209,68,64530,106,34,51033024793.2062,57489318201.2854
"Asclepias vestita",100,138,199575,386,116,72412,157,53,119340092194.138,70614440754.2077
"Aspidotis californica",373,544,198615,405,141,145915,292,99,188107272444.706,175230842735.88
"Aspidotis carlotta-halliae",39,70,13334,101,45,3541,20,9,18531290854.7497,12187066355.9752
"Aspidotis densa",455,600,147954,282,98,141932,241,83,234818356187.057,196268496296.544
"Asplenium septentrionale",3,4,64793,232,79,1536,8,2,1072864243.65166,1265260263.18124
"Asplenium trichomanes",2,3,144574,319,110,753,6,3,0,618033988.74994
"Asplenium vespertinum",87,141,135079,300,108,14804,41,15,11965208911.305,14719448824.1584
"Asplenium viride",1,1,623355,744,213,469,4,2,0,309016994.374978
"Astragalus accidens",10,24,95532,333,117,6610,20,10,9044270938.21824,5184706489.2256
"Astragalus acutirostris",138,187,136811,245,82,88136,153,51,99827278370.5766,92055427251.6641
"Astragalus agnicidus",16,34,15882,98,38,3130,13,7,1223384632.28424,2594143670.87688
"Astragalus agrestis",6,13,50373,130,49,1813,7,3,832608876.776564,1448423813.56857
"Astragalus albens",26,45,36391,162,65,1404,10,6,1515266102.33543,1492239475.58249
"Astragalus allochrous",13,22,108004,237,79,4981,16,6,8286244760.55465,4087095553.73935
"Astragalus andersonii",28,43,70389,205,81,10737,44,20,12951437419.0671,11601781474.1671
"Astragalus anxius",7,11,38311,197,86,704,4,2,47160370.7662644,706710113.541238
"Astragalus argophyllus",5,11,10468,46,21,1085,8,5,458642955.979288,1154571628.62155
"Astragalus aridus",88,122,47969,115,39,25188,56,18,24405038762.9355,24694466254.7799
"Astragalus asymmetricus",57,100,142136,367,118,41874,91,35,44521640728.047,36628880838.0272
"Astragalus atratus",11,15,38114,158,58,3363,15,8,1752889514.18556,3054657021.86928
"Astragalus austiniae",6,28,17108,112,47,821,6,3,160176332.655366,1286585499.76298
"Astragalus bernardinus",56,81,157146,342,113,11765,30,14,15127026203.8975,10228019186.3218
"Astragalus bicristatus",91,175,63247,212,80,2233,11,6,5818507181.38837,5223559323.5151
"Astragalus bolanderi",115,184,61340,197,72,26708,69,26,25157375912.91,28533894445.6016
"Astragalus brauntonii",35,69,19434,110,54,4381,15,7,2456241121.82959,4240412041.67508
"Astragalus breweri",77,146,96950,264,94,18962,39,15,10741674938.7811,14396017014.9501
"Astragalus californicus",15,25,19289,163,68,5327,16,6,2942031590.83963,4442318670.52948
"Astragalus calycosus",55,82,33444,123,52,7540,30,13,11589414494.6338,9902996072.02288
"Astragalus canadensis",33,66,72477,163,58,18501,52,24,21214893508.3441,14802017724.2186
"Astragalus casei",59,108,36923,136,58,12108,36,13,11288270170.3867,12363016595.0023
"Astragalus cimae",42,67,23012,109,41,4789,19,9,11571536917.7912,6072451157.50078
"Astragalus claranus",16,25,28416,120,55,1402,6,4,102652935.089182,986072965.535723
"Astragalus clevelandii",49,68,90587,246,89,9082,24,9,4054676608.07177,6796257304.25643
"Astragalus coccineus",108,173,211877,423,133,45995,113,43,82957606852.1679,48787848006.4045
"Astragalus congdonii",14,36,57999,205,78,4091,24,11,5831249029.4423,5769411232.21378
"Astragalus crotalariae",173,282,49955,129,42,15132,32,11,12242157440.7127,15925409477.9497
"Astragalus curtipes",79,145,12978,81,37,5373,21,10,5772150542.72877,10051327591.248
"Astragalus curvicarpus",57,74,80879,286,109,41556,75,28,37720937381.8513,33771268383.5451
"Astragalus deanei",13,24,98467,302,110,1835,9,6,740204190.942497,2066532062.75051
"Astragalus didymocarpus",675,1079,290398,453,134,265835,425,126,248728236767.708,286692802440.594
"Astragalus douglasii",511,897,153860,394,137,90942,191,67,137408970522.534,130194893523.729
"Astragalus ertterae",5,10,228723,387,132,360,3,2,2342845.77909589,429085734.059948
"Astragalus filipes",86,125,59639,198,79,37777,79,29,132696168296.796,54685367775.3743
"Astragalus funereus",5,7,43237,162,57,2311,11,6,2521140820.58091,2240148573.76692
"Astragalus gambelianus",558,789,185912,368,135,184830,334,113,230088453846.727,258120226643.16
"Astragalus geyeri",3,4,15849,57,24,1162,7,4,233038222.036156,1113622569.97117
"Astragalus gibbsii",22,31,52723,168,74,13228,39,17,18599597126.5828,12903154328.0535
"Astragalus gilmanii",12,34,19455,129,54,392,2,2,28253086.8550212,800724275.18631
"Astragalus hornii",28,60,136334,271,84,12073,32,13,9100284499.23966,10111829812.2181
"Astragalus insularis",63,92,44539,93,34,15571,42,15,15873891906.0283,13624224911.2386
"Astragalus inversus",33,45,92359,248,90,19160,43,15,14105251938.8937,13308968371.0433
"Astragalus inyoensis",29,76,9134,47,19,2717,10,5,697416417.44653,2394646150.89908
"Astragalus iodanthus",15,19,79565,200,79,4491,17,6,1799620387.81034,3580117166.77631
"Astragalus jaegerianus",13,30,9393,50,22,1514,7,3,223595333.299568,1217228640.68404
"Astragalus johannis-howellii",27,43,6535,38,21,1743,8,5,1050449297.35537,2071840298.09249
"Astragalus kentrophyta",100,177,18694,76,34,10747,37,14,10665145370.302,12823920148.0892
"Astragalus layneae",229,386,143964,253,80,90438,139,42,61929659666.137,74223970867.0592
"Astragalus lemmonii",32,65,59918,156,67,9257,27,12,12087703353.2562,8296701722.09094
"Astragalus lentiformis",15,22,40860,124,46,1721,8,4,436670511.766871,1708990546.10404
"Astragalus lentiginosus",1336,2238,313229,449,139,292427,420,133,274890618984.866,287968404052.494
"Astragalus leucolobus",106,157,72101,215,82,4159,20,12,9326081988.3594,6757340785.34942
"Astragalus macrodon",54,100,200918,408,126,17564,42,14,11978718592.6053,13846176222.3435
"Astragalus magdalenae",36,67,37383,100,38,6083,20,8,6227987044.96029,5916192900.42063
"Astragalus malacus",41,52,101961,309,110,29333,81,33,59542422109.895,33854370370.0818
"Astragalus miguelensis",45,172,6035,64,32,559,9,6,606742600.844047,2913352029.01162
"Astragalus minthorniae",56,90,30980,131,53,5555,25,13,32327594228.3262,9709009712.58599
"Astragalus mohavensis",111,152,145237,310,104,57796,122,41,57923280263.6471,48533630501.2117
"Astragalus monoensis",24,60,13442,69,30,1954,4,2,382179530.207978,1545560437.90808
"Astragalus nevinii",1,1,623355,744,213,94,3,2,0,309016994.374883
"Astragalus newberryi",74,97,96795,275,99,27757,73,29,35203404862.5996,30350930977.7704
